6.019140005111694,-21
6.523397445678711,-17
7.030823707580566,-35
7.545844554901123,-38
8.056763887405396,-49
8.571037292480469,-49
9.083659410476685,-53
9.60059905052185,-57
10.123322486877441,-57
10.637918472290039,-60
11.151751041412354,-61
11.656598091125488,-59
12.164915084838867,-67
12.682602405548096,-67
13.195528268814087,-67
13.720619916915894,-74
14.24060344696045,-76
14.759096145629883,-71
15.276468515396118,-71
15.801465034484863,-68
16.317785263061523,-76
16.834009170532227,-73
17.35055923461914,-73
17.862976551055908,-73
18.388601064682007,-77
18.90503239631653,-80
19.422266483306885,-78
19.93986201286316,-80
20.457017421722412,-76
20.968060731887817,-83
21.475247144699097,-82
21.996663808822632,-82
22.51300859451294,-82
23.022514581680298,-80
23.538920879364014,-83
24.048919200897217,-83
24.565829753875732,-83
25.076291799545288,-80
25.593485116958618,-86
26.10694932937622,-86
