8.03898286819458,-60,0
8.196110963821411,-63,0.75
8.36125898361206,-57,1.5
8.527067184448242,-52,2.25
8.697221040725708,-53,3.0
8.855663537979126,-56,3.75
9.019017934799194,-52,4.5
9.178120851516724,-52,5.25
9.332459449768066,-55,6.0
9.488953351974487,-52,6.75
9.645987272262573,-55,7.5
9.810928106307983,-54,8.25
9.968146562576294,-57,9.0
10.133743524551392,-57,9.75
10.292468786239624,-53,10.5
10.449793100357056,-60,11.25
10.621289730072021,-59,12.0
10.787367820739746,-64,12.75
10.957331657409668,-70,13.5
11.121838808059692,-66,14.25
11.286759853363037,-63,15.0
11.443243980407715,-69,15.75
11.599284172058105,-69,16.5
11.757980108261108,-69,17.25
11.928082466125488,-73,18.0
12.093750715255737,-75,18.75
12.266072988510132,-73,19.5
12.420477867126465,-84,20.25
12.5787672996521,-77,21.0
12.733252763748169,-79,21.75
12.88821005821228,-81,22.5
13.04360055923462,-88,23.25
13.204060792922974,-81,24.0
13.364324808120728,-82,24.75
13.533005714416504,-82,25.5
13.731092691421509,0,26.25
13.902669191360474,0,27.0
14.064334392547607,0,27.75
14.226423978805542,0,28.5
14.390195369720459,0,29.25
14.55364990234375,0,30.0
14.709067106246948,0,30.75
14.872295141220093,0,31.5
15.042657375335693,0,32.25
15.204640865325928,0,33.0
15.36530327796936,0,33.75
15.533372163772583,0,34.5
15.703524112701416,0,35.25
15.871654272079468,0,36.0
16.039501428604126,0,36.75
16.215818881988525,0,37.5
16.376248598098755,0,38.25
16.542944192886353,0,39.0
16.712272882461548,-57,39.75
16.890286684036255,-53,40.5
17.06750798225403,-56,41.25
17.225509881973267,-51,42.0
17.399761199951172,-55,42.75
17.565648317337036,-55,43.5
17.719659566879272,-47,44.25
17.876795291900635,-53,45.0
18.045037746429443,-51,45.75
18.20841407775879,-55,46.5
18.36713719367981,-53,47.25
18.53501582145691,-52,48.0
18.704521656036377,-55,48.75
18.86447286605835,-55,49.5
19.03047204017639,-61,50.25
19.198773622512817,-58,51.0
19.365023612976074,-62,51.75
19.53148913383484,-59,52.5
19.690526723861694,-66,53.25
19.859036207199097,-61,54.0
20.02415108680725,-64,54.75
20.1882803440094,-68,55.5
20.350674629211426,-67,56.25
20.526906967163086,-71,57.0
20.6897292137146,-67,57.75
20.8480441570282,-73,58.5
21.008960723876953,-74,59.25
